rank6_name,rank6_team,rank6_pos,rank6_win_pct,rank6_passer_rating,rank6_pass_ypg,rank6_total_yards,rank6_total_tds,rank7_name,rank7_team,rank7_pos,rank7_win_pct,rank7_passer_rating,rank7_pass_ypg,rank7_total_yards,rank7_total_tds,rank8_name,rank8_team,rank8_pos,rank8_win_pct,rank8_passer_rating,rank8_pass_ypg,rank8_total_yards,rank8_total_tds,rank9_name,rank9_team,rank9_pos,rank9_win_pct,rank9_passer_rating,rank9_pass_ypg,rank9_total_yards,rank9_total_tds,rank10_name,rank10_team,rank10_pos,rank10_win_pct,rank10_passer_rating,rank10_pass_ypg,rank10_total_yards,rank10_total_tds
Sam Darnold,SEA,QB,0.7777777777777778,116.5,251.33333333333334,2301.0,17.0,Patrick Mahomes,KC,QB,0.5555555555555556,98.2,261.0,2634.0,21.0,Jared Goff,DET,QB,0.6666666666666666,117.7,248.33333333333334,2258.0,20.0,Jonathan Taylor,IND,RB,0.8,0.0,0.0,1399.0,17.0,Jordan Love,GB,QB,0.5555555555555556,103.0,249.66666666666666,2385.0,13.0
