rank1_name,rank1_team,rank1_pos,rank1_win_pct,rank1_passer_rating,rank1_pass_ypg,rank1_total_yards,rank1_total_tds,rank1_headshot,rank1_logo,rank2_name,rank2_team,rank2_pos,rank2_win_pct,rank2_passer_rating,rank2_pass_ypg,rank2_total_yards,rank2_total_tds,rank2_headshot,rank2_logo,rank3_name,rank3_team,rank3_pos,rank3_win_pct,rank3_passer_rating,rank3_pass_ypg,rank3_total_yards,rank3_total_tds,rank3_headshot,rank3_logo,rank4_name,rank4_team,rank4_pos,rank4_win_pct,rank4_passer_rating,rank4_pass_ypg,rank4_total_yards,rank4_total_tds,rank4_headshot,rank4_logo,rank5_name,rank5_team,rank5_pos,rank5_win_pct,rank5_passer_rating,rank5_pass_ypg,rank5_total_yards,rank5_total_tds,rank5_headshot,rank5_logo
Drake Maye,NE,QB,0.8,108.5,263.1333333333333,4336.0,29.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/oyap81gtzcvnfmripis1",https://jeffwarr4.github.io/nfl-awards-predictor/assets/logos/NE.png,Josh Allen,BUF,QB,0.7333333333333333,103.3,227.06666666666666,3958.0,37.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/servs1fpsynfxep4rz2z",https://jeffwarr4.github.io/nfl-awards-predictor/assets/logos/BUF.png,Matthew Stafford,LA,QB,0.7333333333333333,112.1,278.6,4177.0,40.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/svxl2pk2cuqf26zrhii4",https://jeffwarr4.github.io/nfl-awards-predictor/assets/logos/LA.png,Jordan Love,GB,QB,0.6,101.2,225.4,3580.0,23.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uneiwen9drvci9ahuebp",https://jeffwarr4.github.io/nfl-awards-predictor/assets/logos/GB.png,Jonathan Taylor,IND,RB,0.5333333333333333,0.0,0.0,1840.0,19.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uwmnrhwtwug0wrgkomjk",https://jeffwarr4.github.io/nfl-awards-predictor/assets/logos/IND.png
