rank1_name,rank1_team,rank1_pos,rank1_win_pct,rank1_passer_rating,rank1_prob,rank1_td_int_ratio,rank1_pass_ypg,rank1_total_yards,rank1_total_tds,rank1_headshot,rank1_logo,rank2_name,rank2_team,rank2_pos,rank2_win_pct,rank2_passer_rating,rank2_prob,rank2_td_int_ratio,rank2_pass_ypg,rank2_total_yards,rank2_total_tds,rank2_headshot,rank2_logo,rank3_name,rank3_team,rank3_pos,rank3_win_pct,rank3_passer_rating,rank3_prob,rank3_td_int_ratio,rank3_pass_ypg,rank3_total_yards,rank3_total_tds,rank3_headshot,rank3_logo,rank4_name,rank4_team,rank4_pos,rank4_win_pct,rank4_passer_rating,rank4_prob,rank4_td_int_ratio,rank4_pass_ypg,rank4_total_yards,rank4_total_tds,rank4_headshot,rank4_logo,rank5_name,rank5_team,rank5_pos,rank5_win_pct,rank5_passer_rating,rank5_prob,rank5_td_int_ratio,rank5_pass_ypg,rank5_total_yards,rank5_total_tds,rank5_headshot,rank5_logo,rank6_name,rank6_team,rank6_pos,rank6_win_pct,rank6_passer_rating,rank6_prob,rank6_td_int_ratio,rank6_pass_ypg,rank6_total_yards,rank6_total_tds,rank6_headshot,rank6_logo,rank7_name,rank7_team,rank7_pos,rank7_win_pct,rank7_passer_rating,rank7_prob,rank7_td_int_ratio,rank7_pass_ypg,rank7_total_yards,rank7_total_tds,rank7_headshot,rank7_logo,rank8_name,rank8_team,rank8_pos,rank8_win_pct,rank8_passer_rating,rank8_prob,rank8_td_int_ratio,rank8_pass_ypg,rank8_total_yards,rank8_total_tds,rank8_headshot,rank8_logo,rank9_name,rank9_team,rank9_pos,rank9_win_pct,rank9_passer_rating,rank9_prob,rank9_td_int_ratio,rank9_pass_ypg,rank9_total_yards,rank9_total_tds,rank9_headshot,rank9_logo,rank10_name,rank10_team,rank10_pos,rank10_win_pct,rank10_passer_rating,rank10_prob,rank10_td_int_ratio,rank10_pass_ypg,rank10_total_yards,rank10_total_tds,rank10_headshot,rank10_logo
Matthew Stafford,LA,QB,0.7777777777777778,114.8,0.9987775940633973,12.5,269.6666666666667,2418.0,25.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/svxl2pk2cuqf26zrhii4",https://jeffwarr4.github.io/nfl-awards-predictor/assets/logos/LA.png,Jalen Hurts,PHI,QB,0.75,114.4,0.9976461107517209,15.0,209.625,1884.0,20.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/c47i9v6gmokkun9cat9s",https://jeffwarr4.github.io/nfl-awards-predictor/assets/logos/PHI.png,Drake Maye,NE,QB,0.8,113.9,0.994516369462518,3.8,255.5,2840.0,21.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/oyap81gtzcvnfmripis1",https://jeffwarr4.github.io/nfl-awards-predictor/assets/logos/NE.png,Josh Allen,BUF,QB,0.6666666666666666,105.7,0.7704577938653494,3.0,237.66666666666666,2450.0,22.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/servs1fpsynfxep4rz2z",https://jeffwarr4.github.io/nfl-awards-predictor/assets/logos/BUF.png,Daniel Jones,IND,QB,0.8,101.6,0.7126440166673961,2.142857142857143,265.9,2802.0,20.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nhuiypfjzpkisxllinyv",https://jeffwarr4.github.io/nfl-awards-predictor/assets/logos/IND.png,Jordan Love,GB,QB,0.625,107.9,0.673678300738953,4.333333333333333,258.875,2181.0,13.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uneiwen9drvci9ahuebp",https://jeffwarr4.github.io/nfl-awards-predictor/assets/logos/GB.png,Sam Darnold,SEA,QB,0.7777777777777778,116.5,0.5445856904677179,2.8333333333333335,251.33333333333334,2301.0,17.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/s5t8m6bhedjwwtfw3ild",https://jeffwarr4.github.io/nfl-awards-predictor/assets/logos/SEA.png,Patrick Mahomes,KC,QB,0.5555555555555556,98.2,0.5360539410452028,3.4,261.0,2634.0,21.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/iireqbn32cpg9fn4sfy7",https://jeffwarr4.github.io/nfl-awards-predictor/assets/logos/KC.png,Jared Goff,DET,QB,0.6666666666666666,117.7,0.38652253045877744,6.666666666666667,248.33333333333334,2258.0,20.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yggfwr4ak4po9byj0qor",https://jeffwarr4.github.io/nfl-awards-predictor/assets/logos/DET.png,Jonathan Taylor,IND,RB,0.8,0.0,0.30647613475281704,0.0,0.0,1399.0,17.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uwmnrhwtwug0wrgkomjk",https://jeffwarr4.github.io/nfl-awards-predictor/assets/logos/IND.png
