rank1_name,rank1_team,rank1_pos,rank1_prob,rank1_tds,rank1_yards,rank1_logo,rank1_headshot,rank2_name,rank2_team,rank2_pos,rank2_prob,rank2_tds,rank2_yards,rank2_logo,rank2_headshot,rank3_name,rank3_team,rank3_pos,rank3_prob,rank3_tds,rank3_yards,rank3_logo,rank3_headshot
Jalen Hurts,PHI,QB,0.998,20.0,1884.0,https://jeffwarr4.github.io/nfl-awards-predictor/assets/logos/PHI.png,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/c47i9v6gmokkun9cat9s",Drake Maye,NE,QB,0.993,19.0,2557.0,https://jeffwarr4.github.io/nfl-awards-predictor/assets/logos/NE.png,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/oyap81gtzcvnfmripis1",Josh Allen,BUF,QB,0.901,20.0,2113.0,https://jeffwarr4.github.io/nfl-awards-predictor/assets/logos/BUF.png,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/servs1fpsynfxep4rz2z"
