rank6_name,rank6_team,rank6_pos,rank6_win_pct,rank6_passer_rating,rank6_pass_ypg,rank6_total_yards,rank6_total_tds,rank7_name,rank7_team,rank7_pos,rank7_win_pct,rank7_passer_rating,rank7_pass_ypg,rank7_total_yards,rank7_total_tds,rank8_name,rank8_team,rank8_pos,rank8_win_pct,rank8_passer_rating,rank8_pass_ypg,rank8_total_yards,rank8_total_tds,rank9_name,rank9_team,rank9_pos,rank9_win_pct,rank9_passer_rating,rank9_pass_ypg,rank9_total_yards,rank9_total_tds,rank10_name,rank10_team,rank10_pos,rank10_win_pct,rank10_passer_rating,rank10_pass_ypg,rank10_total_yards,rank10_total_tds
Bo Nix,DEN,QB,0.8571428571428571,89.7,232.57142857142858,3510.0,27.0,Sam Darnold,SEA,QB,0.7857142857142857,102.0,245.21428571428572,3509.0,22.0,James Cook,BUF,RB,0.7142857142857143,0.0,0.0,1686.0,12.0,Patrick Mahomes,KC,QB,0.42857142857142855,89.6,256.2142857142857,3999.0,27.0,Daniel Jones,IND,QB,0.5714285714285714,100.2,238.53846153846155,3265.0,24.0
