rank1_name,rank1_team,rank1_pos,rank1_win_pct,rank1_passer_rating,rank1_pass_ypg,rank1_total_yards,rank1_total_tds,rank1_headshot,rank1_logo,rank2_name,rank2_team,rank2_pos,rank2_win_pct,rank2_passer_rating,rank2_pass_ypg,rank2_total_yards,rank2_total_tds,rank2_headshot,rank2_logo,rank3_name,rank3_team,rank3_pos,rank3_win_pct,rank3_passer_rating,rank3_pass_ypg,rank3_total_yards,rank3_total_tds,rank3_headshot,rank3_logo,rank4_name,rank4_team,rank4_pos,rank4_win_pct,rank4_passer_rating,rank4_pass_ypg,rank4_total_yards,rank4_total_tds,rank4_headshot,rank4_logo,rank5_name,rank5_team,rank5_pos,rank5_win_pct,rank5_passer_rating,rank5_pass_ypg,rank5_total_yards,rank5_total_tds,rank5_headshot,rank5_logo
Drake Maye,NE,QB,0.8125,112.9,262.6875,4614.0,34.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/oyap81gtzcvnfmripis1",https://jeffwarr4.github.io/nfl-awards-predictor/assets/logos/NE.png,Josh Allen,BUF,QB,0.6875,102.2,229.25,4247.0,39.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/servs1fpsynfxep4rz2z",https://jeffwarr4.github.io/nfl-awards-predictor/assets/logos/BUF.png,Jonathan Taylor,IND,RB,0.5,0.0,0.0,1924.0,20.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uwmnrhwtwug0wrgkomjk",https://jeffwarr4.github.io/nfl-awards-predictor/assets/logos/IND.png,Jordan Love,GB,QB,0.5625,101.2,225.4,3580.0,23.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uneiwen9drvci9ahuebp",https://jeffwarr4.github.io/nfl-awards-predictor/assets/logos/GB.png,Brock Purdy,SF,QB,0.75,104.2,255.0,2166.0,23.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xykdxnvxpf9pobxvkjfj",https://jeffwarr4.github.io/nfl-awards-predictor/assets/logos/SF.png
